,user,location,text
741,christi73224817,"Stockton-on-Tees, England","RT @Freedom16356531: #PrinceHarry we can tell which parts of #Spare is written by a woman, it’s very obvious. 

#SpareUs is how #MeghanMark…"
742,Papillon_123,"London, England, UK",RT @royal_suitor: #Spare’s 1st print run in France was 210K books. French publisher Fayard has already sent an additional 130K to print bas…
743,VikkiCrook10,,RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
744,Angelit41255138,,"RT @jasminedotiwala: It's a blast watching Harry and Meghan beat the press at its own game.
@marymacTV said what needed to be said.
#Spare…"
745,u3065611,,"RT @MoririBy: TK Maxx has no integrity.
#Spare
#PrinceHarryMemoir https://t.co/FnAtw8272h"
746,lynnj8110,"England, United Kingdom","RT @PearlKadupul: Introducing CinderFella, 5th in line to the 👑 and the bloke was drying laundry on his radiators before #MeghanMarkle from…"
747,canttbetamedg,,"Imagine if, instead of being horrified by Meghan's curtsy, people were horrified that Pope Francis promoted a Pries… https://t.co/ZFDB7I5qrD"
748,NoraBat84195727,Chelmsford Essex,RT @Reallisariley: 😳😳😳OK!!!!…….I am going in!!! Let’s see what all this fuss is about 🤣🤣🤣 #spare #princeharry #book https://t.co/KOMQnxBwGA
749,Jacquel59530341,,RT @KofoAregbesola: Gosh! This is epic. #Diana confronting #Camilla saying get your claws off my husband. Lady D is a G. https://t.co/gIldW…
750,Jessicawood94,United Kingdom,"RT @ChannelUK1: 🟥  ""The most racist person featured in this book is Meghan""

- Candace Owens

#HarryandMeghanNetflix #harry #MeghanMarkIe #…"
751,kcihcdopi,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
752,Desi1950,"Virginia, USA","RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
753,geoguida,Genova,"RT @geoguida: Ambientato a Creta, il thriller per l'estate  #solegreco  https://t.co/7xTpcNa6ZX #bookstagram #book #12gennaio #MissUniverse…"
754,Karenknowsbest,Green Gables,"RT @MeghansMeyhive: Great watch …
#Spare
Director of 🐧 Randomhouse✨"
755,CeeAltman,"Michigan, USA","RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
756,vto7toko,,"RT @KajolMomento: @RealDeniseWelch Diana didn't lie when she said that they'll Prince look after the Heir, while she'll look after the Spar…"
757,blondwalls,USA,"RT @deansreyn: Pretty sure Prince Harry and Meghans road show to ""tell their story"" via @netflix, #Spare book, 60min interview, sky banners…"
758,DobszaiEszter,"Budapest, Magyarország",RT @JoDivaRunner: Harry injured his knee participating in military exercises while on Royal duty and his entry into the military had to be…
759,AsumahFrancesca,,RT @helenmallam: It’s quite lovely sitting with a brandy and watching in real time as ‘Queen’ consort Camilla’s reputation goes swirling do…
760,Sane_chic,,"RT @DaniiZ619: You’ve got a lot of nerve to talk shit about Harry while looking like this, @theroyaleditor. #Spare #SparebyPrinceHarry http…"
761,diamond_perfume,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
762,u3065611,,RT @JoDivaRunner: Harry injured his knee participating in military exercises while on Royal duty and his entry into the military had to be…
763,LisaRogers1979,"Buckinghamshire, UK","RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
764,DrWinstonOBoog3,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
765,Patrici81460203,,RT @Karenknowsbest: My God this family is toxic. #Spare https://t.co/IvgVlzi4i2
766,Patrici81460203,,RT @CzarEmpress: No words 😶 accept #Harry #Spare AMAZING 🤩 https://t.co/sofizcKBXE
767,LorraineHorn11,,"RT @char_charmed: So let me get this right, Caroline Flack Ex-Fiance was jailed for harassing Dan Wootton. Yet Dan Wootton has never been h…"
768,KathrynMClark2,,"RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
769,u3065611,,"RT @ArchewellBaby: ""People often speculated that I was clinging to my bachelor life because it was glamorous. Many evenings I'd think if on…"
770,spyrosth,Abroad,If you work in digital marketing and you have a pharmacy as a client better write a blog post on the benefits and d… https://t.co/9aDxdu6gk4
771,KPumpkin4,,"RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
772,mojidaniels,,RT @KatherineEliza: Pre-ordered #Spare on @amazon and my book FINALLY arrived this evening. Second time I preordered a book on this site an…
773,unicornfantasy5,United Kingdom,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
774,Patrici81460203,,RT @India13746871: But why lie @TKMaxx_UK ??? Anything for the clout. #Spare #TKMaxx_UK #Lies https://t.co/exdi7yJco0
775,yorukoglu_asli,"San Antonio, TEXAS",@GeraldoRivera İ have just learned that Harry the fake Prince wrote in #SPARE That he rubbed  Diana's favorite crea… https://t.co/Os0VVhWaoB
776,mcryerse,,"#Spare Thanks for sharing your story, your thoughts, feelings and experiences Prince Harry. It's not an easy thing to do."
777,adm0,Scotland STILL YES :-),"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
778,ElayeMagsAbidde,London,"@GBNEWS @danwootton @joannajarjue Oi Sad Little Man, turns out the TKMaxx story wasn’t a lie. 😱

If that part of… https://t.co/pX8nKBCk4t"
779,GannawayJennie,"Newcastle, New South Wales","RT @QueenRMade1: I highly recommend #Spare, especially the audible book. #PrinceHarry"
780,jurylady5,Southern hemisphere,"RT @ArchewellBaby: Prince Harry's interview on #Colbert has now been viewed 2.1M times on YouTube in the past 24 hrs. 
Harry's TV appearanc…"
781,AishaRaihanna,,"RT @DBrown99944: So in his zeal to find veterans to bash #PrinceHarry chief stalker, Piers Morgan brought on none other than the man who ki…"
782,SosoDd18314197,,"RT @WestminsterWAG: Prince Harry: the press is evil.
Also Prince Harry: here I am on the cover of People magazine.
#Spare"
783,yorukoglu_asli,"San Antonio, TEXAS",@angelalevin1 İ have just learned that Harry the fake Prince wrote in #SPARE That he rubbed  Diana's favorite cream… https://t.co/5ugCqNi5rQ
784,adm0,Scotland STILL YES :-),RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
785,MrsLucyRamshaw,"Yorkshire, England","RT @QueenRMade1: I got my mother the audible version of #Spare by Prince Harry for Christmas, &amp; she finally had an opportunity to listen to…"
786,DestiGrace1,Global Citizen ,Probably has a camera with recording device in there #MeghanMarkIe #Spare https://t.co/N0Qhsfz5e6
787,Bubbaballoon,"Belfast, Northern Ireland",@JoDivaRunner I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince Harry has t… https://t.co/cgMykw7Wz4
788,KarinMomosophie,"Austin, TX","RT @KarahFrancis: I’m speechless! The defamation against Meghan is beyond grotesque, the revelations get filthier with every layer, I’m act…"
789,JudyDre44525259,Southern hemisphere ,"RT @simsyg: Um so Prince Harry doesn't shop at @TKMaxx_UK?? People accusing H&amp;M of lying, but no one can prove they're lying, however most…"
790,DailyEmpress,,Prince Harry's Unhealthy Mummy Issues https://t.co/RwbyicRZuT #meghanmarkle #princeharry #spare
791,loveforsussexes,,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
792,LunaSpencer16,"Liverpool, England","As a Scouser, I have zero interest in William and Kate Middleton’s visit to Liverpool today. 

We don’t buy The Sun… https://t.co/3DpVhfOcRN"
793,Patrici81460203,,RT @tonetash: @ArchewellBaby Go Harry go #Spare
794,sofia79329547,"London, England","RT @Mu_Ri_Elle: (Video in French, part 2).

""We thought that the numerous leaks in the media would turn people away from #PrinceHarry's mem…"
795,DiTeflon_Don,Lagos.Abuja.London.sydney,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
796,TXBandTch,,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
797,KathrynMClark2,,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
798,Ava42,"New Jersey, USA",RT @ChrisBaronSmit1: When a chain store stoops so low and lends itself to a smear campaign by denying its own tweet which is public record.…
799,sistermoon50,"Buffalo, New York","RT @MANTWINE2: Doria Ragland needs to sue every one of these malicious liars into bankruptcy, starting with @GBNEWS &amp; Tom Bower. And the on…"
800,SophieCaligirl,,"🔥🔥🔥🔥🔥😱This story below is about #PrinceHarry and two alleged victims of his abuse, one in the UK and one recent inc… https://t.co/8eDtA4Vtrt"
801,BlotReport,Australia,"RT @NicsuPR: … “I couldn’t think of a single human being in the 300,000 year history of the species who’d done more damage to our collectiv…"
802,AishaRaihanna,,"RT @ArchewellBaby: Prince Harry's interview on #Colbert has now been viewed 2.1M times on YouTube in the past 24 hrs. 
Harry's TV appearanc…"
803,Bethanie_Cabral,NYC | NJ,"RT @scobie: And there you have it! Spokesperson for @TransworldBooks, a UK division of Penguin Random House, tells me that Prince Harry's #…"
804,Lorisa_Talbot,United Kingdom,RT @Thelma_DWalker: I watched the “Harry” interview on ITV last night. It was so obvious to me that he was speaking the truth. He’s calling…
805,3wisemonk3ys,USA,RT @scobie: And @PenguinRandom House have just announced that the English language edition of Prince Harry’s #SPARE has now sold more than…
806,AishaRaihanna,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
807,MumbiKaptere,"UK, Kenya",RT @C0C0AM: Loving that every evil headline the #britishmedia put out gets crushed by the success of #Spare. #SparebyPrinceHarry #sparebyha…
808,StylesMilky,They/Them CBYF NS Larrie,#Spare time to read https://t.co/DqTPnUqZl0
809,u3065611,,"RT @byetwit: #Context 
TO all the ""both siders""
#Spare IS the 'other side'

Charles and William have used the media to spoon feed you ""THEI…"
810,than_truth,,"@JaneAlexandraXX @ArchewellBaby @Busy_royals #Spare is Harry’s story, his POV….and far more reliable than any royal… https://t.co/CcIZqJnJKs"
811,yorukoglu_asli,"San Antonio, TEXAS",@kinseyschofield İ have just learned that Harry the fake Prince wrote in #SPARE That he rubbed  Diana's favorite cr… https://t.co/gsRe5nZo2r
812,Yahah4,,RT @totallyninja: The fact that bottom feeders like Piers Morgan and Megyn Kelly are both working ovetime on the rage train against Harry a…
813,Bubbaballoon,"Belfast, Northern Ireland",@ArchewellBaby I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince Harry has… https://t.co/bH03jMpvqU
814,Marijadr2,,RT @ChiomaEucheria: @PaganTrelawney They still don't get it. I don't think anything H touches on in #Spare had not previously been 'covered…
815,ccjanderson93,,"RT @ArchewellBaby: Prince Harry's interview on #Colbert has now been viewed 2.1M times on YouTube in the past 24 hrs. 
Harry's TV appearanc…"
816,Jessicawood94,United Kingdom,"RT @PatriamQueen: Do the media and the rest of the world know that William also lost his mother, Diana, when he was just 15? And that he al…"
817,u3065611,,"RT @JoDivaRunner: So, I’m beginning to think that Willy couldn’t control or intimidate Meghan and thus the plan was hatched for him and his…"
818,Mipela1,Jervis Bay . OZ,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
819,TheHighSocieTea,,RT @PatouArt: What really happened to Diana? Why did the British monarchy dissuade Diana's sons from relaunching the investigation? Acciden…
820,MarioNog7,,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
821,KPumpkin4,,"RT @richardaeden: Have a listen to this clip, if you dare....#PrinceHarry #Spare #royal"
822,Patrici81460203,,"RT @ma_hlove: Done with #SPARE. One of the main takeaways for me, Bulliam and Chuck are jealous of him. Shocking cos they are the heirs. Ha…"
823,Jlmartin1234,,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
824,WatchdogBigotry,,"RT @MANTWINE2: Doria Ragland needs to sue every one of these malicious liars into bankruptcy, starting with @GBNEWS &amp; Tom Bower. And the on…"
825,TheHighSocieTea,,"RT @brie_nyc: Back to #Spare  If that todger story didn't have me laughing every time he mentioned it.  LOL. It all coming down to ""time he…"
826,BackchatQueen,Blue Planet ,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
827,yorukoglu_asli,"San Antonio, TEXAS",İ have just learned that Harry the fake Prince wrote in #SPARE That he rubbed  Diana's favorite cream on his penis.… https://t.co/yyBulkSjOp
828,oursistermeghan,,RT @drjjpope: A beautiful read indeed. I didn't want it to end #Spare
829,mickivoss,"woodlawn,il",RT @totallyninja: The fact that bottom feeders like Piers Morgan and Megyn Kelly are both working ovetime on the rage train against Harry a…
830,desm7496,"Michigan, USA","RT @ArchewellBaby: Prince Harry's interview on #Colbert has now been viewed 2.1M times on YouTube in the past 24 hrs. 
Harry's TV appearanc…"
831,JD36363636,,"RT @alegrafitzgera1: We got your back here in Cali. Good to hear it. Keep thriving Harry, lots of love to all the American support from@a B…"
832,awaemy,"Brussels,Belgium.","RT @colbertlateshow: Where is he?! 🎺👑

#Colbert #Spare https://t.co/CQ6VcpJMiK"
833,ClareC71112669,,"RT @Freedom16356531: #PrinceHarry we can tell which parts of #Spare is written by a woman, it’s very obvious. 

#SpareUs is how #MeghanMark…"
834,WatchdogBigotry,,"RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
835,RuggerFunBobby,Arizona,After finishing audiobook #Spare I rank the worst royals. #1 worst is Camilla #2 William #3 Kate #4 Charles. I migh… https://t.co/lJhHYhK7Ec
836,Bubbaballoon,"Belfast, Northern Ireland",@simonharris_mbd I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince Harry ha… https://t.co/TF26K0lJt1
837,piffaman,,RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
838,C_arolin_e77,England,RT @TudorChick1501: It’s becoming glaringly obvious that some people prefer a quiet prince involved in underage sex trafficking than a voca…
839,AkinAjanaku,,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
840,briasolo,"Charlottesville, VA","RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
841,dawnvhardy,London ,"RT @LL18again: #Spare
Years ago we walked behind coffins in cars, on the way to church. It’s not done much now. 
I know people who mourn th…"
842,ChazScholefield,"East, England",RT @N0TINSERVICE: Can we just #SPARE a moment to appreciate all the good stuff on the Internet 😉🤫😂😂 https://t.co/CRDSEHCgL4
843,DalyPrude,Canada,"RT @wiseardua: Congratulations Prince Harry on your best selling memoir. 🎉🎉🎉
The truth shall set you free. 🙏🏽 Thoroughly enjoying hearing H…"
844,KarinMomosophie,"Austin, TX","RT @NicsuPR: … “I couldn’t think of a single human being in the 300,000 year history of the species who’d done more damage to our collectiv…"
845,LorraineHorn11,,RT @byetwit: #SparebyPrinceHarry  talking abt the #RacistRoyalFamily social media page leaving vile comments abt M reminds me how quickly t…
846,mojidaniels,,"RT @ingek73: I had to pick up a package in a local bookstore and ofcourse I asked how #reserve , the dutch for #spare was doing. All 5 copi…"
847,hrexach,"Florida, USA",RT @daisdais_10: The British Royal Family dress like this but are silent when their media dogs are sympathizing with terrorists who killed…
848,Debp197,Alberta,RT @JoDivaRunner: Harry injured his knee participating in military exercises while on Royal duty and his entry into the military had to be…
849,Patrici81460203,,"RT @Tinaburger: @latimes Wow, earth-shattering inaccuracies indeed! 🙄

If that's all they can throw at #Spare, then they're doing pretty OK…"
850,k_sarah_sera,"Los Angeles, CA","RT @KaiseratCB: Wait, Charles told his 12 year old son that his mom died and then Charles just left Harry alone in his room for hours? #spa…"
851,IanBurt87985937,East Yorkshire,"RT @richardaeden: Have a listen to this clip, if you dare....#PrinceHarry #Spare #royal"
852,AsumahFrancesca,,"RT @nomoremonarchs: ""Palace insider"": Family members, and their staff in Buckingham Palace and Kensington Palace, are feeling “rattled” abo…"
853,Nerlster,"Media, PA","RT @TvKhaleesi: The 1.43 million copies of the #Spare sold in a single day was just the English-version. As you all know, the British media…"
854,TracyYerden,,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
855,real22talk,,"RT @marlene_hitch: So, Harry is not disputing the facts the media reported on, but that it was leaked. He confirmed in the #Spare  the the…"
856,Jessicawood94,United Kingdom,"RT @rakibehsan: ""Some of his statements amount to the vilification of Buckingham Palace — which, for all of its flaws, has done more for so…"
857,RosexNoor,🌎,"RT @DBrown99944: So in his zeal to find veterans to bash #PrinceHarry chief stalker, Piers Morgan brought on none other than the man who ki…"
858,KarinMomosophie,"Austin, TX","RT @Mu_Ri_Elle: (Video in French)

#PrinceHarry's book is a bestseller in France 🇫🇷 

- #Spare is selling 20% more than Barack Obama's memo…"
859,CharlieLanga,South Africa,"Their favourite couple couldn't bear to sit next to each other at Harry and Meghan's wedding, arranged marriages ca… https://t.co/xSDjLZ60mA"
860,romano114,"London, England",RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
861,C_arolin_e77,England,RT @Thelma_DWalker: I watched the “Harry” interview on ITV last night. It was so obvious to me that he was speaking the truth. He’s calling…
862,Archewell20,,RT @MeghansMeyhive: @scobie But they put out a ad TODAY 1/13/23 advertising the exact end of year clearance SALE #SPARE describes and they…
863,sandymaet,"South East, England","RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
864,u3065611,,RT @IamalsoDanisguy: After reading #Spare this clip is making me sob 😭. Like the only real love he ever had was from his mum. Reading that…
865,Patrici81460203,,RT @TruMchugh: @bertsbooks Love this…and loved you going viral! @bertsbooks #Spare 📕📗📘
866,Ware15Sherry,,"RT @byetwit: .@tjmaxx ur store @TKMaxx_UK  out her lying abt Prince Harry #Spare 
Newspapers call it ""sale"" tkUK twitter says ""sale"" but wh…"
867,Patrici81460203,,RT @TrendingFB: @Lucille60669121 #Netflix is smart. Audience is buying the #SPARE myself included. #Sussex = #Winning
868,minaskjo,,To those flinging mud at Harry - what is it you’ve done [for wounded veterans]? #Spare #GoodKingHarry https://t.co/MzE4uuwCkW
869,marthorsa_lynn,,"RT @Mu_Ri_Elle: (Video in French)

#PrinceHarry's book is a bestseller in France 🇫🇷 

- #Spare is selling 20% more than Barack Obama's memo…"
870,Erulastiel14,California,"RT @Mu_Ri_Elle: (Video in French, part 2).

""We thought that the numerous leaks in the media would turn people away from #PrinceHarry's mem…"
871,glondon2015,United kingdom,RT @SareneLeeds: Prince Harry after today’s #Spare numbers. https://t.co/ckf6rE7Gg2
872,Patrici81460203,,"RT @jerglans: @JaJaFaRah1 If my brother and I were at the same school and he pretended not to know me and forbade me from talking to him, I…"
873,Bubbaballoon,"Belfast, Northern Ireland",@gr8tful88 I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince Harry has to s… https://t.co/Yfs2fZy2gW
874,Marijadr2,,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
875,Patrici81460203,,RT @Sranang_Mang: @scobie @TKMaxx_UK It is clear that TK Maxx is finally admitting that their so called sales are not actually goods that a…
876,AustinShawntae,,RT @daisdais_10: The British Royal Family dress like this but are silent when their media dogs are sympathizing with terrorists who killed…
877,minorlydiddled,AZ,"RT @DBrown99944: So in his zeal to find veterans to bash #PrinceHarry chief stalker, Piers Morgan brought on none other than the man who ki…"
878,lumbasket,,RT @KJYossman: Probably my favorite detail from #Spare is that Harry was intimidated by Meghan because she’d read…. Eat Pray Love https://t…
879,u3065611,,RT @ArchewellBaby: Charles and Camilla wanting Kate to change the spelling of her name from C to K so that no one can confuse it with their…
880,WiilmaVoices,"London, England",RT @freepeeper: British media accuses Harry of attacking his family when the exact opposite is true. The amount of grace and patience he gr…
881,Lidicelewis,"San Diego, CA","RT @byetwit: .@tjmaxx ur store @TKMaxx_UK  out her lying abt Prince Harry #Spare 
Newspapers call it ""sale"" tkUK twitter says ""sale"" but wh…"
882,Patrici81460203,,RT @eng_cam_noel: Hereditary journalist Giles Coren attacking an Apache Helicopter pilot’s IQ is really quite something. #Spare
883,raretargaryen,#IStandWithAmberHeard,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
884,Grumpy02763779,UK 🇬🇧,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
885,glondon2015,United kingdom,RT @IamalsoDanisguy: After reading #Spare this clip is making me sob 😭. Like the only real love he ever had was from his mum. Reading that…
886,yakhayee,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
887,canttbetamedg,,RT @canttbetamedg: With #Spare and talk about institutions- Another non-fiction that is great #Lead Me Where The Light IS Ours ✨ is about a…
888,Frema2005,"London, England",RT @ChrisBaronSmit1: When a chain store stoops so low and lends itself to a smear campaign by denying its own tweet which is public record.…
889,Alexi78290555,,"RT @Mu_Ri_Elle: (Video in French, part 2).

""We thought that the numerous leaks in the media would turn people away from #PrinceHarry's mem…"
890,radiohannah,"Marbella, Spain","RT @TRETalkRadio: On @radiohannah's TRE in the Afternoon from 16.00CET, @RFitzwilliams reviews movies #TheWhale and #EmilytheCriminal, and…"
891,acbirdsdead,Brooklyn,@BRFguards @KensingtonRoyal #spare finally made them celebs! 😍
892,BackchatQueen,Blue Planet ,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
893,Sussexlove3,,RT @ArchLiliHazMeg: James O'Brien‘s reaction to Prince Harry’s memoir #Spare selling 1.4M copies in a day has me in tears 🤣🤣🤣🤣 #Congratulat…
894,canttbetamedg,,In #spare Harry takes on the Institution. Did you know that Jake Tapper was the only American anchor to call out Po… https://t.co/tlA58QV3lC
895,starling_ren,,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
896,Patrici81460203,,"RT @seebrooklyn: Chapter 73, Part 3: ""Is He in the room with you Granny?""  SMH #Spare"
897,AjCollections7,,"RT @Jasamgurlie: The way this was deadass Harry for pages on end in #Spare. 

What kind of rice Meghan be cooking? This was from 2013 origi…"
898,ghostofhypotia,Africa,"RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
899,sherrishowtv,"New York, NY",Sherri’s Talk It Out panel takes on Prince Harry’s memoir! What do YOU think about Harry’s new book?!… https://t.co/auLz9uiuj0
900,WiilmaVoices,"London, England",RT @yoon_strawberry: I gained more respect and admiration for Prince Harry after reading #Spare. I have yet to finish the book but so far w…
901,HRHLSA,,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
902,Yejinshand1,🇨🇦,"RT @Mu_Ri_Elle: (Video in French, part 2).

""We thought that the numerous leaks in the media would turn people away from #PrinceHarry's mem…"
903,kimmyann1111,WA,"RT @royal_suitor: According to Penguin Random House, “the book has smashed all records for any 1st-day nonfiction book sale it had ever put…"
904,lynnj8110,"England, United Kingdom","RT @ArchewellBaby: If it's out there, Sussexsquad will find the receipt.
#Spare"
905,glondon2015,United kingdom,RT @yoon_strawberry: The demand for #Spare has been amazing. Saw it when I picked up my hard book at my local B&amp;N. Shout out to the lady in…
906,rl1602,Nottingham,"RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
907,TheHighSocieTea,,RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
908,Bubbaballoon,"Belfast, Northern Ireland",@Tessadunlop @PiersUncensored I am glad #Spare has been so successful.  Now over 1.4million people can read what Pr… https://t.co/RM4vb1tZNg
909,adzo72,"Texas, USA","RT @ArchewellBaby: Wise words.
#Spare https://t.co/cw0t7pfmWh"
910,WiilmaVoices,"London, England",RT @TudorChick1501: It’s becoming glaringly obvious that some people prefer a quiet prince involved in underage sex trafficking than a voca…
911,smofbabe,,"RT @LewisDavey1: Fantastic book placement / @bertsbooks 

#Spare #PrinceHarry https://t.co/B71bmhiiUT"
912,PunkLuke,,"RT @ArchewellBaby: ""People often speculated that I was clinging to my bachelor life because it was glamorous. Many evenings I'd think if on…"
913,jc6262671,,"RT @LileeeeC: Congratulations Prince Harry on your success of #Spare.  Love wins, truth wins.   Wishing you, Meghan, Archie and Lili all th…"
914,Patrici81460203,,"RT @snap_happy_40: @danwootton @GBNEWS @RealCandaceO No he is wrong. You @danwootton are the worst type of person. You are toxic, bitter an…"
915,WiilmaVoices,"London, England","RT @NicsuPR: … “I couldn’t think of a single human being in the 300,000 year history of the species who’d done more damage to our collectiv…"
916,sophiadiluca777,"London, England",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
917,Bravebelly2,Worldwide,RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
918,TeamLHWurie,,"RT @Az79923807: Harry description of his mom, the only Princess of Wales ❤️❤️#Spare #PrinceHarry #SparebyPrinceHarry #PrinceHarryMemoir #Di…"
919,NatashaFiona46,,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
920,huladoula2,The real world,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
921,Bunmicheshire,,"It’s kind of crazy to me that American women think Kate Middleton has any respect for them 😂

#spare #SparePrinceHarry"
922,HRHCatherine,The United Kingdom,"Can someone from Elizabeth Arden please call my assistant. I’d like to cancel my order. Thanks.

#Spare"
923,glondon2015,United kingdom,"RT @anna_itsonlyme: British media embarrassing themselves every day 😂🤣
 
Telegraph: the book would need to sell 1.7 Million copies worldwid…"
924,hereisISA,,I wouldn't equal good sales to support for prince Harry. I think many people got it to criticize it and are actuall… https://t.co/dRxWMDMhMS
925,Patrici81460203,,"RT @anthony51483709: #PrinceandPrincessofWales it may have been a scheduled visit today, but you can expect to see more of them in public a…"
926,FlameAngelzz,,"RT @nomoremonarchs: William &amp; Kate are putting ""a spotlight"" on mental health today. They pretend to care &amp; tell people to get help. But th…"
927,AuntSophie1,,RT @royal_suitor: I really hope a memoir from Meghan isn’t included in this deal - it’s too soon - though I’m sure she’ll write another boo…
928,GJuliagoode,"Cardiff, Wales","RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
